nombre,categoria,rating,reviews,horario,direccion,ciudad,provincia,web,telefono,mapa,imagen,reseña
Centro Comercial *El Bulevar*,Centro comercial,"3,9",6417,"lunes, De 9:00 a 22:00; martes, De 9:00 a 22:00; miércoles, De 9:00 a 22:00; jueves, De 9:00 a 22:00; viernes, De 9:00 a 22:00; sábado, De 9:00 a 22:00; domingo, Cerrado","Av. Juan Carlos I, 45, 05004 Ávila",Ávila,Ávila,http://www.el-bulevar.com/,920 21 90 00,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.2325894047144!2d-4.664706203210449!3d40.668843900000006!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f23169ebe4df%3A0x6afa929888a3b4c3!2sCentro%20Comercial%20*2AEl%20Bulevar*2A!5e0!3m2!1ses!2ses!4v1748727368673!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrOFcFQK6kMPPWqtK_CsOrilUFO9wEB-qxfDGoy6dPRJ0-j1SmvLzPDe_idIw3WDpVlxoyXHM_EGs4Rs7u-mX8505kWsZoRsa9bESjdocXNXUKLdQ5wU8TlNy_cZSmATtSnmVpQ=w426-h240-k-no,"Centro Comercial *El Bulevar*, ubicado en Ávila, destaca según sus visitantes por comentarios como: Un buen lugar para hacer unas compras y de ocio Buen parking , variedad de tiendas y restauración Cuenta con un Carrefour. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Disanfrio Ávila | Congelados de Calidad,Tienda de congelados,"4,5",25,"lunes, De 9:30 a 14:00, De 17:30 a 20:00; martes, De 9:30 a 14:00, De 17:30 a 20:00; miércoles, De 9:30 a 14:00, De 17:30 a 20:00; jueves, De 9:30 a 14:00, De 17:30 a 20:00; viernes, De 9:30 a 14:00, De 17:30 a 20:00; sábado, De 9:00 a 14:00; domingo, Cerrado","C. las Eras, 6, 05002 Ávila",Ávila,Ávila,http://www.disanfrio.com/,672 25 07 36,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3027.0896437007073!2d-4.704497803210449!3d40.649954300000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f3108e90d353%3A0x3a03d96eba470408!2sDisanfrio%20%C3%81vila%20%7C%20Congelados%20de%20Calidad!5e0!3m2!1ses!2ses!4v1748727398314!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipOC1OYmNZI2TfcqS_zsnw9zhmiZfwvQc9xrpUAK=w408-h306-k-no,"Disanfrio Ávila | Congelados de Calidad, ubicado en Ávila, destaca según sus visitantes por comentarios como: Buen lugar donde hacer las compras, buen servicio. Productos calidad precios genial, y las chicas muy amables. Sin duda repetiré.."
El Chico que te Gusta,Restaurante,"3,1",1025,"lunes, De 11:30 a 23:00; martes, De 11:30 a 23:00; miércoles, De 11:30 a 23:00; jueves, De 11:30 a 16:30; viernes, De 18:00 a 24:00; sábado, De 11:30 a 24:00; domingo, De 11:30 a 23:00","Pl. Mercado Chico, 4, 05001 Ávila",Ávila,Ávila,http://elchicoquetegusta.com/,920 09 39 38,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.7831136208233!2d-4.705140403210449!3d40.65671109999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f34eaba8db93%3A0x55c9c9533bd168c3!2sEl%20Chico%20que%20te%20Gusta!5e0!3m2!1ses!2ses!4v1748727289865!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npI7kxfzWUSSXjKrWpcDkBf7OZ59HqbIynr_tJH3eBkkYuA2LkCyxIV82-Tj4JcxvhKF092tPMj6e4CM8B6MKlw9LM38VkV2ocHnIEUXguZ3NPrPch8cGSFl3v4EiYDLF4NuPIE=w408-h306-k-no,"El Chico que te Gusta, ubicado en Ávila, destaca según sus visitantes por comentarios como: confiamos en comer aqui por la apariencia de las tapas... pero una decepción Ensalada de La Nuestra es una ensalada simple, sin más. Lo de la carne no tiene nombre... pedimos chuletón poco hecho, nos sacan carne cocida y bastante hecha,…."
El Pucherito,Restaurante de comida para llevar,"3,9",200,"lunes, Cerrado; martes, De 11:00 a 15:30; miércoles, De 11:00 a 15:30; jueves, De 11:00 a 15:30; viernes, De 11:00 a 15:30; sábado, De 11:00 a 16:00; domingo, De 11:00 a 16:00","Local 8, Paseo Ntra. Sra. de Sonsoles, 1, 05002 Ávila",Ávila,Ávila,http://www.elpucherito.com/,920 22 87 22,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3027.2543009476317!2d-4.703312803210449!3d40.646324400000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f3118fbd83a3%3A0x863db238073b566!2sEl%20Pucherito!5e0!3m2!1ses!2ses!4v1748727543752!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrFAZYMssDC51c_2CqsvvY552HzxfGvap8Bg53fTJ1pCoyzsu3XnXhRCoaAoBay9Ff1_rgs7ZazIDNrlL-XWrtCzxr07ClDactgkcKC8cI23JwEtw6tT2Ibe1tNcwF7Pdg659TcTw=w408-h306-k-no,"El Pucherito, en Ávila, todavía no cuenta con suficientes opiniones para valorar la experiencia. Un lugar pendiente de descubrir."
Espaistore,Tienda de ropa,"4,6",70,"lunes, De 10:00 a 14:00, De 17:00 a 20:30; martes, De 10:00 a 14:00, De 17:00 a 20:30; miércoles, De 10:00 a 14:00, De 17:00 a 20:30; jueves, De 10:00 a 14:00, De 17:00 a 20:30; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:00; domingo, Cerrado","C. Estrada, 9, 05001 Ávila",Ávila,Ávila,https://www.espaistore.es/,920 25 73 82,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.859427976426!2d-4.70085930321047!3d40.655029000000006!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f304a9efaeb3%3A0x6a96e6beb6b33820!2sEspaistore!5e0!3m2!1ses!2ses!4v1748727519466!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipO902PBNTuwjgYGFunLHn3gZC_JLFNYmtLYj3pw=w408-h725-k-no,"Espaistore, ubicado en Ávila, destaca según sus visitantes por comentarios como: (Pedido online de tabla skate) Pedido recibido en 24h y precio inmejorable!."
Golosinas MIKEY,Tienda de frutos secos,5,37,"lunes, De 8:00 a 15:00, De 17:15 a 21:00; martes, De 8:00 a 15:00, De 17:15 a 21:00; miércoles, De 8:00 a 15:00, De 17:15 a 21:00; jueves, De 8:00 a 15:00, De 17:15 a 21:00; viernes, De 8:00 a 15:00, De 17:15 a 22:00; sábado, De 8:00 a 14:00, De 17:30 a 22:00; domingo, Cerrado","C. San Miguel, 1, 05001 Ávila",Ávila,Ávila,,628 07 33 79,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.8054306563886!2d-4.701062603210449!3d40.656219199999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f398b005a4f3%3A0x72f3b4955ba5a56f!2sGolosinas%20MIKEY!5e0!3m2!1ses!2ses!4v1748727208127!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noj2d0v1-xqA77sAbq_hav8mtSXlHMPjHoM-I9NNi-cfF9DSzUmzfayhNhkK9i8CQiHEeNqfiz9Xrk5Ljvrn2IBmVJ0I5lui9Qu7RW7KncerMbbYriJdGoH3LvZQBn8MbCR0d-3=w408-h306-k-no,"Golosinas MIKEY, en Ávila, todavía no cuenta con suficientes opiniones para valorar la experiencia. Un lugar pendiente de descubrir."
Granier,Cafetería,"4,1",1327,"lunes, De 8:00 a 21:00; martes, De 8:00 a 21:00; miércoles, De 8:00 a 21:00; jueves, De 8:00 a 21:00; viernes, De 8:00 a 21:00; sábado, De 8:00 a 21:00; domingo, De 8:00 a 21:00","C. Don Gerónimo, 4, bajos, 05001 Ávila",Ávila,Ávila,http://www.pansgranier.com/,920 25 16 14,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.8054306563886!2d-4.701062603210449!3d40.656219199999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f31b3fef601d%3A0x7e0c92bd59da04b4!2sGranier!5e0!3m2!1ses!2ses!4v1748727228095!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4np1ZpaTBS9-S10ru6U3YL-CClTA4F9Ck330D5AZE4wGMbR-UqxS-UtiYiAjw3yCjlWEdkC92h9DhZuPVFmSnxE6Pp5udtAkXFHgkvTCao6sIQO_KI4vHDI44sJovGkFFqFvQVdk=w408-h272-k-no,"Granier, ubicado en Ávila, destaca según sus visitantes por comentarios como: Una cafetería ideal para desayunar barato y bien. Pedimos 2 cafés, 2 bocadillos medianos medianos de jamón serrano, una berlina y un zumo y todo nos salió por 8,70€. Además la cafetería es muy acogedora y las chicas atienden muy bien. Sin duda en mi próxima visita a Ávila volveré;)."
Heladería La Flor Valenciana,Heladería,"4,6",1400,"lunes, Cerrado; martes, De 12:30 a 22:00; miércoles, De 12:30 a 22:00; jueves, De 12:30 a 22:00; viernes, De 12:30 a 22:00; sábado, De 12:30 a 22:00; domingo, De 12:30 a 22:00","Pl. Ejército, 5, 05001 Ávila",Ávila,Ávila,https://la-flor-valenciana.myshopify.com/,920 22 17 65,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.8054306563886!2d-4.701062603210449!3d40.656219199999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f304f75f1815%3A0x36c20ed30a5613d3!2sHelader%C3%ADa%20La%20Flor%20Valenciana!5e0!3m2!1ses!2ses!4v1748727218954!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGKSlaMycMdZ7A_NEwYkv4g1iGB5XgoualJ_QjF8xoxItNZ9Gs--DWikMQpoQxJL9QG8OjwPS-lrPQLlLtqGYbL_aW102aF0Ln3UWshkJWvgh8pgIjx9Gou11azWuH3lwfly7p=w408-h544-k-no,"Heladería La Flor Valenciana, ubicado en Ávila, destaca según sus visitantes por comentarios como: Increíble heladeria. Es un 10 lo mires por donde lo mires. Tiene variedad de helados, variedad de conos (en tamaño y sabores), tarrinas, granizados. Y los sabores de helado son un gustazo, todos los meses tienen uno especial del mes, en…."
HELADERIA TOPPING,Heladería,"3,6",58,,"Plaza de Sta. Teresa de Jesus, 8, 05001 Ávila",Ávila,Ávila,,920 22 10 10,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.8759825981015!2d-4.700482703210449!3d40.65466410000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f39446731c07%3A0xc5bee48b712d71d4!2sHELADERIA%20TOPPING!5e0!3m2!1ses!2ses!4v1748727140853!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-proxy/ALd4DhHymYdBtRIHCRDk6qCmW_NGewtBAqvjDnU411Mu9kDcZoJcsW250YEKpJPcsTkr8MINxV_5RApNbtq_0gHoirIgiyhpiK6SL-PkJFEJc6rKdk9z539dfFdV8ayWc-W8HTyTVcWL84xjZ1Ag5xTRen0ybBzdLnp1Z_es8sV44IJRmAu1N_iv_RBW=w408-h408-k-no,"HELADERIA TOPPING, ubicado en Ávila, destaca según sus visitantes por comentarios como: Bueno, el helado con topoing de salsa de mango ,muy rico .pero el de topoing de pistacho, no sabe a pistacho no me gusta nada de nada.."
Heladería Vhola II,Heladería,"4,3",194,"lunes, De 17:00 a 22:00; martes, De 17:00 a 22:00; miércoles, De 17:00 a 22:00; jueves, De 17:00 a 22:00; viernes, De 17:00 a 22:00; sábado, De 17:00 a 22:00; domingo, De 17:00 a 22:00","Av. Juan Pablo II, 2D, 05003 Ávila",Ávila,Ávila,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3027.176054094684!2d-4.703045803210427!3d40.648049400000026!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f311a577e38f%3A0xb5f6a225d70503a0!2sHelader%C3%ADa%20Vhola%20II!5e0!3m2!1ses!2ses!4v1748727277089!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nomJrc3zAUonFKstr-jcdBiIKG8WaZBBWyaRyk8jLQU6iYDZ5iqoaA5ZgVE_33jIjVz8bIznXWngsNSAEo-6V6A3sXM00dyhWQYFp6HkmtQSTmT4RYz67oYEo03z9jZEZLWsIaNZw=w408-h302-k-no,"Heladería Vhola II, ubicado en Ávila, destaca según sus visitantes por comentarios como: Los mejores helados de Ávila!! Gran variedad, si. Duda para todos los gustos! 🤤 Y además de ser artesanos deliciosos, están  a excelente calidad-precio: 2,7€ la tarrina mediana y 3,7€ la grande Desde que la descubrimos nos hemos escapado ya más de una tarde a refrescarnos. Tienen unas mesas fuera a la sombra donde corre casi siempre un airecito genial. Mi marido y yo estamos encantados no, lo siguiente 😍."
Heladería Vhola!,Heladería,"4,2",429,"lunes, De 10:00 a 13:00, De 16:30 a 24:00; martes, De 10:00 a 13:00, De 16:30 a 24:00; miércoles, De 10:00 a 13:00, De 16:30 a 24:00; jueves, De 10:00 a 13:00, De 16:30 a 24:00; viernes, De 10:00 a 13:00, De 16:30 a 1:30; sábado, De 17:00 a 1:30; domingo, De 17:00 a 24:00","Plaza de Salamanca, 1, 05003 Ávila",Ávila,Ávila,https://vhola.es/,920 06 28 16,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.758822778033!2d-4.697225203210449!3d40.65724650000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f311ba581655%3A0x744032118c559ba0!2sHelader%C3%ADa%20Vhola*21!5e0!3m2!1ses!2ses!4v1748727096692!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noG1hMNvv04Ide9PjJMbRp7H_RFcbGWZa8ZphpRX96YVg6Na-Y3K_9_0EPdAXlC9PU8np69gzb0J2ugYgU5O9TugG-hv9HGur4hyonbEAdqaxAEJSDtr68fdfnj8Sng9B8yAeeK=w408-h306-k-no,"Heladería Vhola!, ubicado en Ávila, destaca según sus visitantes por comentarios como: Helados artesanales sabrosos, hechos con ingredientes naturales, sin colorantes. Repetiré cada vez que vaya. Por cierto, muy amables y  atentos.."
La Bodeguita de San Segundo,Bar de tapas,"3,9",2107,"lunes, De 12:00 a 16:30, De 19:00 a 24:00; martes, Cerrado; miércoles, De 12:00 a 16:30, De 19:00 a 24:00; jueves, De 12:00 a 24:00; viernes, De 12:00 a 24:00; sábado, De 12:00 a 24:00; domingo, De 12:00 a 24:00","C. de San Segundo, 19, 05001 Ávila",Ávila,Ávila,https://labodeguitadesansegundo.es/,920 25 73 09,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.8054306563886!2d-4.701062603210449!3d40.656219199999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f30353136e39%3A0xac276cefc5ca8917!2sLa%20Bodeguita%20de%20San%20Segundo!5e0!3m2!1ses!2ses!4v1748727236815!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqY1kZaI0w7HZ_y3REjgWdGlKl5uCfTuhm7aPntH1u1YfuMynLYDQ_ZCR4MddMP4l43lhkv5IbWIVJlf-v1IIzfAaoFALVSi5AME4gaUeUr90xk28DyWfflnUzzu8hsGV0p_g_U=w408-h307-k-no,"La Bodeguita de San Segundo, en Ávila, todavía no cuenta con suficientes opiniones para valorar la experiencia. Un lugar pendiente de descubrir."
La Flor de Castilla,Pastelería,"4,2",804,"lunes, De 8:00 a 22:00; martes, De 8:00 a 22:00; miércoles, De 8:00 a 22:00; jueves, De 8:00 a 22:00; viernes, De 8:00 a 22:00; sábado, De 8:00 a 22:00; domingo, De 8:00 a 22:00","Pl. José Tome, 4, 05001 Ávila",Ávila,Ávila,https://www.santateresagourmet.com/pages/shop-flor-de-castilla,920 21 11 58,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.8651715230944!2d-4.7031126032104495!3d40.654902400000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f2541d25abf7%3A0x40bba987a02d1821!2sLa%20Flor%20de%20Castilla!5e0!3m2!1ses!2ses!4v1748727359158!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqho5NiNTC3vav8rhQnuy69CiczCqNnHKXsRUVA5nR6h7DI3XDhFDGD4t1v0XRo2j2gOoz1F9m8OHMARNT1fLyVSjRAFI1H1jASQ4LmC8YLkTYwgkpcpID1DcKYwIOt3q3wiiCB1g=w408-h725-k-no,"La Flor de Castilla, ubicado en Ávila, destaca según sus visitantes por comentarios como: En lugar muy acogedor para ir a comer postres típicos de Ávila y Castilla- León, con una gran variedad de dulces, tartas, biscochos, bollería, café y licores. La atencion es extraordinaria y el ambiente excelente para sentarse a compartir. Lo recomiendo 100%.."
La Rotonda del Ancla,Cafetería,"4,4",558,"lunes, De 9:00 a 16:30; martes, De 9:00 a 16:30; miércoles, De 9:00 a 16:30; jueves, De 9:00 a 16:30; viernes, De 9:00 a 16:30; sábado, De 10:00 a 16:30; domingo, Cerrado","C. Ntra. Señora de Sonsoles, 108, 05002 Ávila",Ávila,Ávila,,920 30 42 84,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3027.176054094684!2d-4.703045803210427!3d40.648049400000026!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f32722909307%3A0x519337f01898b262!2sLa%20Rotonda%20del%20Ancla!5e0!3m2!1ses!2ses!4v1748727268798!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqx0oxYVIUJPrDztCL0pYzTl_34TNItKyGX_rmguw5LMgmJ4d2NTcIwu4R_1I061XUslIWa4bl36dLbyRgsiuX1X99UBm3yKvUHdfjTjjpTwl8EFfFf3wf11SbRsGdlUxPCG6Ts=w408-h306-k-no,"La Rotonda del Ancla, ubicado en Ávila, destaca según sus visitantes por comentarios como: Las mejores tapas que he probado en Ávila: buenas cantidades, calidad y a buen precio. Decoración del local interesante, camareros amables siempre (incluso los días de más clientela, con mucha gente reclamando su atención simultáneamente) y precios asequibles. Dispone de zona de comedor interior, de bar y de terraza. No se puede pedir más. Recomendadísimo.."
LAREPERA,Bar restaurante,"4,3",765,"lunes, De 13:00 a 16:30; martes, De 13:00 a 16:30; miércoles, De 13:00 a 16:30; jueves, De 13:00 a 16:30; viernes, De 13:00 a 16:30, De 21:00 a 23:30; sábado, De 13:00 a 16:30, De 21:00 a 23:30; domingo, De 13:00 a 16:30","Pl. Mosén Rubí, 5, 05001 Ávila",Ávila,Ávila,http://www.lareperaavila.es/,920 22 55 02,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.754607922408!2d-4.704932503210449!3d40.65733939999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f31c43a698ef%3A0x736e057b68a41060!2sLAREPERA!5e0!3m2!1ses!2ses!4v1748727122063!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaSPog-vVKSozr8Cjbiuk3GiG0471xMfuISHjPMHgMt9PlhbrgolR1WFr6Ui7tA5loy7poJDtbMJfZ1mOhClfa9bGEnBqq8QyqxQOFZHb-gCDz0nb9NGvfzxtDUGSTaJ260sGp0g=w426-h240-k-no,"LAREPERA, ubicado en Ávila, destaca según sus visitantes por comentarios como: Sitio altamente recomendable. Local sencillo, pero decorado con mucho gusto, tienen una música relajante de fondo, que hacen que todo sea mucho más acogedor, esta situada dentro de la muralla pero fuera de la zona más turística. En cuanto al servicio, perfecto, rápido, atentos, y amables, no se puede poner un pero. La comida estaba espectacular, desde la presentación, hasta la calidad de la comida. El chuleton te lo presentan en la mesa para que lo puedas valorar. La relación calidad-precio para mi es perfecta, no puede estar más ajustadas. Por todo esto, creo que es un sitio totalmente recomendable, y por supuesto para repetir.."
Leroy Merlin Compact Ávila,Tienda de bricolaje,"4,1",2842,"lunes, De 8:00 a 22:00; martes, De 8:00 a 22:00; miércoles, De 8:00 a 22:00; jueves, De 8:00 a 22:00; viernes, De 8:00 a 22:00; sábado, De 9:00 a 22:00; domingo, Cerrado","Avenida Juan Carlos, 1 Frente Hospital Ntra. Sra. De Sonsoles, 05004 Ávila",Ávila,Ávila,https://www.leroymerlin.es/tiendas/compact-avila.html?utm_source=gmb&amp;utm_medium=site_organic&amp;utm_campaign=seo_local&amp;utm_content=compact_avila,920 23 68 00,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.412347796196!2d-4.66915980321045!3d40.66488260000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f3f6a1440f31%3A0xb772ebea77ddbf19!2sLeroy%20Merlin%20Compact%20%C3%81vila!5e0!3m2!1ses!2ses!4v1748727670375!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipPu90R5TQrgeuebUhtn00bYK6YgOdgUm75y-Ioj=w408-h306-k-no,"Leroy Merlin Compact Ávila, ubicado en Ávila, destaca según sus visitantes por comentarios como: El centro Leroy Merlín nunca defrauda como experiencia lo que sí le desacredita es la atención al cliente ya que a veces hay personas que provocan esta experiencia valga la redundancia, a la persona encargada de los árboles de Navidad se le hizo una consulta de un producto que no es un árbol pero al no encontrar a alguien libre pues se le puede consultar .. no es un drama pero parece ser que a esta persona le es molesto que le pregunten su expresión es un poema y no de 🎄 , yo te recomendaría cambiar de sector y más cuando se consulta amablemente ☮️ and 🧡."
Lidl,Supermercado de descuentos,"4,2",2350,"lunes, De 9:00 a 22:00; martes, De 9:00 a 22:00; miércoles, De 9:00 a 22:00; jueves, De 9:00 a 22:00; viernes, De 9:00 a 22:00; sábado, De 9:00 a 21:30; domingo, Cerrado","Ctra. Villacastín-Vigo, 4, 05004 Ávila",Ávila,Ávila,https://www.lidl.es/,900 958 311,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.6792654686114!2d-4.68556360321045!3d40.659000000000006!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f3ac882a1883%3A0x9afdce20bde470dd!2sLidl!5e0!3m2!1ses!2ses!4v1748727695892!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq6oHS3dFxN8qM4ASbDmRo1se4ZET9wW-L5jL6u-zZ2dX89QTwQ7vRN88o7e7te1DPqX0AmW47rVSfY_s6cTjsUTUt7x-G2ZPCSwaCxxGD8Bbh4yIwQg2i0JICa_bwRfKr1wifF=w533-h240-k-no,"Lidl, ubicado en Ávila, destaca según sus visitantes por comentarios como: Ya van varias veces que tengo que tirar comida de Lidl que se me pone en mal estado antes de abrirlo y de fecha de consumo. Esta vez una de 4 quesos, pero ya me ha pasado con más  productos. Además cuando vas a la tienda hay que tener cuidado con las fechas de consumo pues hay veces que están pasadas de uno o dos días.."
llaollao,Yogurtería,"4,8",100,"lunes, De 14:00 a 21:00; martes, De 14:00 a 21:00; miércoles, De 14:00 a 21:00; jueves, De 14:00 a 21:00; viernes, De 12:00 a 22:00; sábado, De 12:00 a 22:00; domingo, Cerrado","C.C. EL, Av. Juan Carlos I, 45, 05004 Ávila",Ávila,Ávila,https://www.llaollaoweb.com/es,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.2325848666687!2d-4.664706603210449!3d40.668844!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd40f3dfd2715ac9%3A0xceb1cee6eaaec496!2sllaollao!5e0!3m2!1ses!2ses!4v1748727113720!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-proxy/ALd4DhE918kptGydtfP_26-_eOupPGB4BuhCYAMUiW0J1m7P5y2f5JQB8b01eUkIjlX2xJW1y8_H7mjCDnH2fsvRMDB58v2zQviF-P9ZLW7RjRREDN9w5ePBFG6g4xmWAOPK7aUDk4ktWsSmdyAIzaBogiP5iPEdgVrgLOMP_zGR8Ev7vX7m6FXAnC8dpg=w408-h408-k-no,"llaollao, ubicado en Ávila, destaca según sus visitantes por comentarios como: la atención magnífica sobretodo Wheinny, los helados muy ricos que cada que vengo al centro comercial compro uno me encantan."
